QID,Title,Sub Category,Category,CVE ID,Vendor Reference,CVSS Base,CVSS3 Base,Bugtraq ID,Modified,Published
19057,Oracle 9i TNS Denial of Service and ANSI Outer Join Access Control Bypass Vulnerabilities,Remote Discovery,Database,CVE-2002-0509,,5,'-,4391,12/02/2005 at 20:13:55 (GMT-0300),10/07/2002 at 13:57:45 (GMT-0300)
19058,Multiple MS-SQL-7 threats - (I),"Windows Authenticated Discovery, Patch Available, Exploit Available",Database,"CVE-2000-1081,CVE-2001-0542,CVE-2002-0056,CVE-2002-0154",,7.5,'-,"2030,3733,4135",07/08/2014 at 15:46:28 (GMT-0300),10/17/2002 at 14:25:07 (GMT-0300)
19059,Multiple MS-SQL-7 threats - (II),"Windows Authenticated Discovery, Patch Available, Exploit Available",Database,"CVE-2000-0202,CVE-2002-0643,CVE-2002-0721",,10,'-,"5203,1041",08/27/2009 at 21:09:20 (GMT-0300),10/17/2002 at 16:14:13 (GMT-0300)
19060,Multiple MS-SQL-2000 (MS-SQL-8 ) threats - (I),"Windows Authenticated Discovery, Patch Available, Exploit Available",Database,"CVE-2000-1081,CVE-2001-0542,CVE-2002-0056,CVE-2002-0154",MS00-092,7.5,'-,"4135,2030,3733",11/04/2015 at 07:57:51 (GMT-0300),10/17/2002 at 18:29:24 (GMT-0300)
19061,Multiple MS-SQL-2000 (MS-SQL-8 ) threats - (II),"Windows Authenticated Discovery, Patch Available, Exploit Available",Database,"CVE-2002-0624, CVE-2002-0641, CVE-2002-0642",MS02-034,7.5,'-,"4847,5205",09/04/2009 at 20:33:31 (GMT-0300),10/17/2002 at 19:11:05 (GMT-0300)
19062,Multiple MS-SQL-2000 (MS-SQL-8 ) threats - (III),"Remote Discovery, Patch Available, Exploit Available, Malware Associated",Database,"CVE-2002-0645,CVE-2002-0650,CVE-2002-0649",MS02-043,7.5,'-,"5312,5310",06/18/2009 at 18:23:11 (GMT-0300),10/18/2002 at 13:45:21 (GMT-0300)
19063,Oracle 9i Database Server Malformed USERID Buffer Overflow Vulnerability,"Remote Discovery, Patch Available",Database,CVE-2002-1264,,7.5,'-,6085,12/29/2009 at 20:01:59 (GMT-0300),11/13/2002 at 00:19:46 (GMT-0300)
23004,Smartwin Technology CyberOffice Shopping Cart 2.0 Price Modification Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-0926,,7.5,'-,1733,01/01/1999 at 05:00:00 (GMT-0300),02/05/2001 at 11:05:27 (GMT-0300)
23005,Shop Express and Zilron StoreCreator Parameter Altering Vulnerability,"Remote Discovery, Patch Available","E-Commerce,",,,5,'-,,01/02/2001 at 09:22:11 (GMT-0300),
23006,Alex Heiphetz Group EZShopper Directory Disclosure Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-1092,,5,'-,2109,01/01/1999 at 05:00:00 (GMT-0300),12/20/2000 at 08:33:33 (GMT-0300)
23007,eXtropia WebStore Directory Traversal Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-1005,,5,'-,1774,01/01/1999 at 05:00:00 (GMT-0300),10/08/2000 at 19:00:00 (GMT-0300)
23008,PDGCart Software Buffer Overflow Vulnerability,"Remote Discovery, Patch Available",E-Commerce,CVE-2000-0401,,7.5,'-,1256,06/18/2009 at 18:09:46 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
23009,CNC Technology BizDB Search Script Remote Command Execution Vulnerability,"Remote Discovery, Patch Available, Exploit Available",E-Commerce,CVE-2000-0287,,10,'-,1104,06/04/2009 at 01:20:40 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
23010,Craig Dansie Shopping Cart CGI Backdoor Vulnerability,"Remote Discovery, Patch Available",E-Commerce,CVE-2000-0252,,5,'-,1115,06/12/2009 at 19:32:13 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
23011,A.H.G. EZShopper Remote Command Execution Vulnerability,"Remote Discovery, Patch Available, Exploit Available",E-Commerce,CVE-2000-0187,,7.5,'-,1014,06/15/2009 at 00:44:16 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
23012,icat CGI Vulnerability,"Remote Discovery, Patch Available, Exploit Available",E-Commerce,CVE-1999-1069,,5,'-,2126,04/06/2009 at 13:09:07 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
23013,Hassan Consulting Shopping Cart Arbitrary Command Execution Vulnerability,"Remote Discovery, Exploit Available",E-Commerce,CVE-2001-0985,,7.5,'-,3308,05/27/2009 at 20:48:30 (GMT-0300),09/13/2001 at 14:52:37 (GMT-0300)
23014,AmTote Homebet World Accessible Log Vulnerability,"Remote Discovery, Exploit Available",E-Commerce,CVE-2001-1170,,5,'-,3370,06/15/2009 at 19:11:27 (GMT-0300),10/01/2001 at 18:49:38 (GMT-0300)
23015,Amtote Homebet Account Information Brute Force Vulnerability,"Remote Discovery, Exploit Available",E-Commerce,CVE-2001-1528,,5,'-,3371,06/02/2009 at 21:34:33 (GMT-0300),10/01/2001 at 19:05:42 (GMT-0300)
23016,Macromedia Flash Malformed Header Buffer Overflow Vulnerability,"Unix Authenticated Discovery, Patch Available",E-Commerce,"CVE-2002-1467, CVE-2002-0846",RHSA-2003:027,7.5,'-,"5430,5429",06/18/2009 at 06:24:02 (GMT-0300),04/12/2005 at 04:00:00 (GMT-0300)
23017,RSA Security RSA Authentication Agent For Web Remote Cross-Site Scripting Vulnerability,"Remote Discovery, Patch Available, Exploit Available",E-Commerce,CVE-2005-1118,,4.3,'-,13168,06/05/2009 at 20:02:57 (GMT-0300),
23018,ECW Shop Index.PHP Cross-Site Scripting Vulnerability,Remote Discovery,E-Commerce,CVE-2005-2622,,4.3,'-,14578,05/19/2009 at 05:31:06 (GMT-0300),
27000,Accessible Anonymous FTP Server,Remote Discovery,File Transfer Protocol,CVE-1999-0497,,0,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27001,FTP users with Blank Password Allowed,Remote Discovery,File Transfer Protocol,CVE-1999-0497,,0,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27002,Writeable Root Directory on FTP Server,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27003,STAT FTP Command Information Disclosure,Remote Discovery,File Transfer Protocol,CVE-2000-0646,,5,'-,1506,06/12/2012 at 14:42:08 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27004,FTP Daemon Bounce,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-1999-0017,,7.5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27005,World Readable and Writeable Directory on Anonymous FTP,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27006,FTP server SITE EXEC Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-1999-0080,,10,'-,2241,05/26/2009 at 21:41:12 (GMT-0300),11/07/2001 at 18:18:53 (GMT-0300)
27007,"WU-FTPd 2.4.2, 2.5.0 Multiple Vulnerabilities","Remote Discovery, Patch Available",File Transfer Protocol,CVE-1999-0878,RHSA-1999:031,10,'-,599,06/10/2009 at 06:27:27 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27008,Serv-U FTPd Denial of Service Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-1999-0219,,7.8,'-,269,05/27/2009 at 18:14:22 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27009,InterSoft NetFtp Denial of Service and Insecure Default Configuration Vulnerabilities,"Remote Discovery, Patch Available","File Transfer Protocol,",,,9.3,'-,819,06/29/2009 at 18:07:08 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27010,BisonWare Bison FTPd Denial of Service Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-1999-0079,,5,'-,271,06/02/2009 at 01:04:30 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27011,War FTP Daemon Multiple Vulnerabilities,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2000-0044,,10,'-,919,05/26/2009 at 22:02:43 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27012,ArcaneSoft Vermillion FTP Server Denial of Service Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-1999-1058,,7.5,'-,818,08/30/2016 at 20:24:40 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27013,TransSoft Broker FTPd Denial of Service Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2000-1116,,7.5,'-,783,05/27/2009 at 14:39:54 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27014,War FTP Daemon Multiple Macro Vulnerabilities,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2000-0044,,10,'-,919,04/07/2009 at 06:01:34 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27015,War FTP Daemon Buffer Overflow Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2000-0131,,5,'-,966,04/07/2009 at 07:07:48 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27016,Netwin SurgeFTP Server MS-DOS Device Name Denial of Service Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-0696,,5,'-,2891,05/15/2009 at 18:50:48 (GMT-0300),06/21/2001 at 12:47:52 (GMT-0300)
27017,Windows Password File (.pwd) Present on Anonymous FTP Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27018,Windows Password File (.pwl) Present on Anonymous FTP Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27019,Log Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27020,Word Documents Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27021,Excel Documents Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27022,Powerpoint Documents Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27023,Lotus Notes Database Present on Anonymous FTP Server Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27024,Database Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27025,Microsoft Access Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27026,Database Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27027,Database Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27028,Microsoft Outlook Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27029,Windows Configuration Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27030,MP3 Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27031,.forward File Present on Anonymous FTP Server,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27032,.rhosts File Present on Anonymous FTP Server,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27033,LMHOSTS Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27034,Trusted Hosts File Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27035,Allow Host File Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5.5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27036,Deny Hosts File Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,02/01/2001 at 12:30:17 (GMT-0300),
27037,Mail Aliases File Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27038,Illegal Activity on Anonymous FTP Server,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27039,Core Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27040,Shadow Password File Present on Anonymous FTP Server Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27041,SQL Files Present on Anonymous FTP Server Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0527,,10,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27042,EServ Denial of Service Vulnerability,"Remote Discovery, Exploit Available",File Transfer Protocol,CVE-2000-0523,,10,'-,1315,05/26/2009 at 18:39:15 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27043,Possible WU-FTPd Remote Root Access with 'SITE EXEC' Command,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2000-0573,RHSA-2000:039,10,'-,1387,06/04/2009 at 04:28:37 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27044,glftpd 'privpath' Directive Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2000-0587,,10,'-,1401,06/11/2009 at 05:34:40 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27045,ProFTPD Format String Vulnerability in setproctitle() function,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2000-0574,,5,'-,"1425,1438",06/08/2009 at 20:55:00 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27046,EFTP Buffer Overflow and Partial Input Denial of Service Vulnerabilities,"Remote Discovery, Patch Available",File Transfer Protocol,"CVE-2000-0870,CVE-2000-0871",,7.5,'-,"1675,1677",04/09/2009 at 04:32:59 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
27047,ProFTPD Remote Buffer Overflow Vulnerabilities,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-1999-0911,,10,'-,612,06/04/2009 at 00:55:22 (GMT-0300),12/13/2000 at 08:04:44 (GMT-0300)
27048,Texas Imperial Software Winsock FTPd Directory Traversal Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2000-1101,,5,'-,2005,05/31/2009 at 06:44:10 (GMT-0300),12/15/2000 at 11:51:04 (GMT-0300)
27049,Serv-U FTP Directory Traversal Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2001-0054,,5,'-,2052,06/15/2009 at 21:52:25 (GMT-0300),12/18/2000 at 14:53:15 (GMT-0300)
27050,Cat Soft Serv-U FTP Server Buffer Overflow Vulnerabilities,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-1999-0219,,7.8,'-,269,06/11/2009 at 04:00:46 (GMT-0300),12/20/2000 at 09:13:59 (GMT-0300)
27051,glftpd Remote Vulnerabilities,Remote Discovery,File Transfer Protocol,CVE-2000-0040,,10,'-,891,12/28/2011 at 16:36:25 (GMT-0300),01/02/2001 at 16:18:24 (GMT-0300)
27052,WU-FTPd RNFR Command Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0081,,5,'-,,01/23/2001 at 13:07:05 (GMT-0300),
27053,GoodTech FTP Server Denial of Service Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-0188,,5,'-,2270,06/03/2009 at 03:56:56 (GMT-0300),01/30/2001 at 13:04:52 (GMT-0300)
27054,Fastream FTP++ Denial of Service Vulnerability,Remote Discovery,File Transfer Protocol,CVE-2001-0256,,7.5,'-,2261,05/28/2009 at 17:52:37 (GMT-0300),01/30/2001 at 13:51:27 (GMT-0300)
27055,Fastream FTP++ Directory Traversal Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2001-0255,,5,'-,2267,05/29/2009 at 21:18:13 (GMT-0300),01/30/2001 at 14:02:07 (GMT-0300)
27056,Valid FTP Account Has Been Found,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/31/2001 at 13:40:41 (GMT-0300),
27057,WU-FTPd PASV Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-0079,,5,'-,,02/05/2001 at 14:19:09 (GMT-0300),
27058,WU-FTPd Debug Mode Client Hostname Format String Vulnerability,"Remote Discovery, Exploit Available",File Transfer Protocol,CVE-2001-0187,,10,'-,2296,10/04/2010 at 18:02:56 (GMT-0300),02/06/2001 at 14:17:38 (GMT-0300)
27060,Guild FTPD File Existence Disclosure Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2000-0640,,7.5,'-,1452,05/27/2009 at 18:32:00 (GMT-0300),02/15/2001 at 11:15:30 (GMT-0300)
27061,Celtech ExpressFS USER Buffer Overflow Vulnerability,Remote Discovery,File Transfer Protocol,CVE-1999-1514,,7.5,'-,749,05/27/2009 at 14:41:50 (GMT-0300),02/15/2001 at 13:42:52 (GMT-0300)
27062,ProFTPD USER Remote Denial of Service Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2001-0136,,5,'-,2366,05/11/2009 at 17:25:09 (GMT-0300),02/16/2001 at 06:55:37 (GMT-0300)
27063,ProFTPD SIZE Remote Denial of Service Vulnerability,"Remote Discovery, Patch Available","File Transfer Protocol,",,,5,'-,2185,04/29/2009 at 04:33:16 (GMT-0300),02/16/2001 at 06:40:56 (GMT-0300)
27064,ProFTPD And Wuarchive Remote Exec Due To Buffer Overflow,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-1999-0368,,10,'-,113,06/09/2009 at 06:29:17 (GMT-0300),08/17/2001 at 07:20:18 (GMT-0300)
27065,Serv-U FTP Server Null Bytes DOS Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2000-0837,,5,'-,1543,09/18/2009 at 16:01:16 (GMT-0300),03/09/2001 at 08:57:10 (GMT-0300)
27066,Gene6 BPFTP Server Directory Traversal Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2001-0263,,7.5,'-,2537,05/28/2009 at 17:53:45 (GMT-0300),04/05/2001 at 11:31:36 (GMT-0300)
27067,Gene6 BPFTP Server User Credentials Disclosure Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2001-0264,,5,'-,2534,06/02/2009 at 04:01:52 (GMT-0300),04/17/2001 at 10:40:52 (GMT-0300)
27068,Sun Solaris FTPd glob() Expansion LIST Heap Overflow Vulnerability,"Unix Authenticated Discovery, Patch Available",File Transfer Protocol,CVE-2001-0249,,10,'-,2550,06/09/2009 at 05:42:55 (GMT-0300),04/19/2001 at 11:17:51 (GMT-0300)
27069,ProFTPD Root Command Execution Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-0456,,7.5,'-,,05/03/2001 at 06:28:43 (GMT-0300),
27070,BRS Webweaver 0.63 FTP Directory Traversal Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-0453,,5,'-,2675,05/29/2009 at 21:25:48 (GMT-0300),05/04/2001 at 08:48:51 (GMT-0300)
27071,Tiny FTPd Multiple Buffer Overflow Vulnerabilities,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2000-0133,,10,'-,961,06/04/2009 at 04:19:33 (GMT-0300),05/03/2001 at 13:36:58 (GMT-0300)
27072,BRS WebWeaver Directory Traversal and Root Path Disclosure Vulnerabilities,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-0453,,5,'-,2675,03/05/2007 at 17:05:48 (GMT-0300),05/10/2001 at 10:01:49 (GMT-0300)
27073,Serv-U FTP Server Path Disclosure Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2000-0176,,5,'-,1016,06/02/2009 at 04:08:28 (GMT-0300),05/25/2001 at 10:11:18 (GMT-0300)
27074,GuildFTPD Remote Denial of Service Vulnerability,Remote Discovery,File Transfer Protocol,CVE-2001-0769,,5,'-,2784,05/19/2009 at 20:54:57 (GMT-0300),06/05/2001 at 09:44:47 (GMT-0300)
27075,GuildFTPD SITE Remote Buffer Overflow Vulnerability,Remote Discovery,File Transfer Protocol,CVE-2001-0770,,7.5,'-,2782,06/17/2009 at 20:03:47 (GMT-0300),06/05/2001 at 09:53:43 (GMT-0300)
27076,GuildFTPD Directory Traversal and Plaintext Password Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-0767,,5,'-,2789,06/12/2009 at 18:36:51 (GMT-0300),06/05/2001 at 10:09:35 (GMT-0300)
27077,ACLogic CesarFTP Plaintext Password Storage Vulnerability,Remote Discovery,File Transfer Protocol,CVE-2001-1336,,7.5,'-,2785,05/27/2009 at 20:47:19 (GMT-0300),06/11/2001 at 07:15:50 (GMT-0300)
27078,Pi-Soft SpoonFTP 'CWD' and 'LIST' Buffer Overflow Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-0781,,7.5,'-,2803,05/13/2009 at 00:49:20 (GMT-0300),06/11/2001 at 09:14:40 (GMT-0300)
27079,TransSoft Broker CWD Buffer Overflow Vulnerability,"Remote Discovery, Exploit Available",File Transfer Protocol,CVE-2001-0688,,5,'-,2851,06/03/2009 at 04:17:55 (GMT-0300),06/13/2001 at 10:37:02 (GMT-0300)
27080,WU-FTPD Remote Root Access with 'SITE EXEC' Command,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2000-0573,,10,'-,1387,06/04/2009 at 04:42:56 (GMT-0300),06/19/2001 at 11:47:58 (GMT-0300)
27081,Cerberus FTP Server Mutiple Buffer Overflow Denial of Service Vulnerability,"Remote Discovery, Exploit Available",File Transfer Protocol,CVE-2001-0702,,7.5,'-,2901,05/21/2013 at 16:39:05 (GMT-0300),06/25/2001 at 08:14:46 (GMT-0300)
27082,WFTPD Shortcut Directory Traversal Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-1386,,5,'-,2957,05/29/2009 at 21:30:08 (GMT-0300),07/05/2001 at 05:44:34 (GMT-0300)
27083,ArGoSoft FTP Server .lnk Directory Traversal Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-1043,,5,'-,2961,06/05/2009 at 21:27:47 (GMT-0300),07/05/2001 at 06:11:32 (GMT-0300)
27084,Transoft Broker .lnk Directory Traversal Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-1042,,5,'-,2960,06/02/2009 at 04:20:17 (GMT-0300),07/05/2001 at 06:20:04 (GMT-0300)
27085,BisonFTP BDL File Upload Directory Traversal Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-0765,,4.6,'-,2963,06/04/2009 at 21:48:40 (GMT-0300),07/05/2001 at 06:39:02 (GMT-0300)
27086,CaesarFTPD FTP Command Buffer Overflow Vulnerability,Remote Discovery,File Transfer Protocol,CVE-2001-0826,,7.5,'-,2972,06/18/2009 at 01:23:37 (GMT-0300),07/11/2001 at 10:36:50 (GMT-0300)
27087,ArGoSoft FTP Server Weak Password Encryption Vulnerability,"Remote Discovery, Exploit Available",File Transfer Protocol,CVE-2001-1142,,5,'-,3029,06/12/2009 at 20:42:37 (GMT-0300),07/19/2001 at 06:22:23 (GMT-0300)
27088,sqlnet.log Present on Anonymous FTP Server,Remote Discovery,"File Transfer Protocol,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
27089,Palm Pilot Weak Encryption Files Present Vulnerability,Remote Discovery,"File Transfer Protocol,",,,5,'-,,10/23/2000 at 06:46:54 (GMT-0300),
27090,bftpd Buffer Overflow Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2000-0943,,7.5,'-,1858,05/28/2009 at 20:02:20 (GMT-0300),11/06/2000 at 08:00:00 (GMT-0300)
27091,CatSoft FTP Serv-U Brute-Force Vulnerability,"Remote Discovery, Exploit Available",File Transfer Protocol,CVE-2000-1033,,7.5,'-,1860,04/10/2009 at 02:26:54 (GMT-0300),11/13/2000 at 08:00:00 (GMT-0300)
27092,Mindstorm Networks SmartFTP Daemon 0.2 Directory Traversal Vulnerability,Remote Discovery,File Transfer Protocol,CVE-2000-0565,,2.1,'-,1344,06/04/2009 at 19:58:32 (GMT-0300),
27093,Shadow Op Software Dragon Server Multiple DoS Vulnerabilities,"Remote Discovery, Exploit Available",File Transfer Protocol,"CVE-2000-0479,CVE-2000-0480",,5,'-,1352,06/02/2009 at 18:49:14 (GMT-0300),01/25/2001 at 07:48:27 (GMT-0300)
27094,ArGoSoft FTP Server 1.0 Multiple Buffer Overflow Vulnerabilities,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2000-1194,,7.5,'-,1227,06/18/2009 at 05:33:18 (GMT-0300),01/29/2001 at 09:02:30 (GMT-0300)
27095,Max-Wilhelm Bruker BFTPD Buffer Overflow Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-2001-0065,,10,'-,2120,06/09/2009 at 02:57:46 (GMT-0300),03/12/2001 at 11:04:14 (GMT-0300)
27096,WS_FTP Server Denial of Service Vulnerability,"Remote Discovery, Patch Available",File Transfer Protocol,CVE-1999-0362,,5,'-,217,06/03/2009 at 15:58:56 (GMT-0300),03/13/2001 at 09:02:26 (GMT-0300)
27097,War FTP Daemon 1.67b04 Directory Traversal Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2001-0295,,5,'-,2444,06/01/2009 at 03:42:37 (GMT-0300),03/14/2001 at 07:43:34 (GMT-0300)
27098,Nite Server FTPd Multiple DoS Vulnerabilities,"Remote Discovery, Patch Available","File Transfer Protocol,",,,5,'-,1230,05/13/2009 at 00:16:28 (GMT-0300),03/16/2001 at 12:43:20 (GMT-0300)
27099,BSD FTPd Single Byte Buffer Overflow Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2001-0053,,10,'-,2124,05/26/2009 at 18:44:09 (GMT-0300),03/26/2001 at 09:46:58 (GMT-0300)
27101,WhitSoft SlimServe FTPD Directory Traversal Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2001-0454,,5,'-,2452,06/16/2009 at 18:54:33 (GMT-0300),03/16/2001 at 11:45:58 (GMT-0300)
27102,Datawizards FtpXQ Directory Traversal Vulnerability,"Remote Discovery, Exploit Available",File Transfer Protocol,CVE-2001-0293,,5,'-,2426,09/15/2009 at 14:15:09 (GMT-0300),03/28/2001 at 10:53:30 (GMT-0300)
27103,Netwin SurgeFTP Malformed Request Denial of Service Vulnerability,"Remote Discovery, Patch Available, Exploit Available",File Transfer Protocol,CVE-2001-0697,,5,'-,2442,06/05/2009 at 18:08:43 (GMT-0300),03/30/2001 at 08:41:25 (GMT-0300)
